总文件数: 549
字段: filename	key4	title	time_annotations
htgp14	黄土高坡||孙国庆||QQ音乐||中国风.金曲集	黄土高坡	A@0.00; A1@58.00; A2@128.00; A3@146.00
htgp15	黄土高坡||高凌风||QQ音乐||黄土高坡	黄土高坡	A@0.00; A1@71.00; A2@85.00; A3@132.00; A4@146.00
htgp2	黄土高坡||范琳琳||QQ音乐||心愿	黄土高坡	A@0.00; A1@76.00; A2@91.00; A3@137.00; A4@152.00
htgp9	黄土高坡||兰雨||QQ音乐||红歌翻唱	黄土高坡	A@0.00; A1@48.00; A2@106.00; A3@156.00
htqg2	河套情歌||任雁||QQ音乐||夜莺的歌——任雁独唱	河套情歌	A@0.00; A1@61.00; A2@148.00
htqg3	河套情歌||侯牧人/郑乃欣/李延宝/乔晓彬||QQ音乐||康定情歌男声四重唱中国民歌精	河套情歌	A@0.00; A1@49.00; A2@75.00; A3@105.00
hybd1	黄杨扁担||俞淑琴||QQ音乐||民歌精选辑	黄杨扁担	A@0.00; A1@38.00; A2@74.00; A3@82.00
hybd11	黄杨扁担||毛晨一||QQ音乐||中国民歌少儿唱第二册	黄杨扁担	A@0.00; A1@55.00; A2@86.00; A3@117.00
hybd12	黄杨扁担||杨荣官||QQ音乐||我的心里只有你	黄杨扁担	A@0.00; A1@61.00; A2@97.00; A3@135.00
hybd13	黄杨扁担||侯牧人/郑乃欣/李延宝/乔晓彬||QQ音乐||中外歌曲精选1男声四重唱	黄杨扁担	A@0.00; A1@29.00; A2@46.00; A3@69.00
hybd14	黄杨扁担||于胜喜||QQ音乐||	黄杨扁担	A@0.00; A1@34.00; A2@61.00; A3@83.00
hybd15	黄杨扁担||会声民乐团||QQ音乐||民歌精华版/大板城的姑娘1	黄杨扁担	A@0.00; A1@34.00; A2@56.00; A3@75.00
hybd17	黄杨扁担||尧明和||QQ音乐||怀旧金曲系列	黄杨扁担	A@0.00; A1@61.00; A2@97.00; A3@135.00
hybd18	黄杨扁担||陈万||QQ音乐||吉祥太阳谷	黄杨扁担	A@0.00; A1@43.00; A2@84.00; A3@107.00
hybd19	黄杨扁担||刘二车||QQ音乐||刘二车翻唱歌曲专辑	黄杨扁担	A@0.00; A1@32.00; A2@59.00; A3@81.00
hybd2	黄杨扁担||蒋大为||QQ音乐||蒋大为独唱歌曲选	黄杨扁担	A@0.00; A1@38.00; A2@76.00; A3@96.00
hybd20	黄杨扁担||周强||QQ音乐||中国民歌	黄杨扁担	A@0.00; A1@55.00; A2@125.00; A3@144.00
hybd3	黄杨扁担||阎维文||QQ音乐||克拉玛依之歌	黄杨扁担	A@0.00; A1@48.00; A2@83.00; A3@108.00
hybd4	黄杨扁担||郁钧剑||QQ音乐||金瓶似的小山	黄杨扁担	A@0.00; A1@36.00; A2@62.00; A3@84.00
hybd6	黄杨扁担||陈静||QQ音乐||中国民歌经典—珍藏版(2)	黄杨扁担	A@0.00; A1@51.00; A2@89.00; A3@113.00
kdqg1	康定情歌||阎维文||QQ音乐||克拉玛依之歌	康定情歌	A@0.00; A1@59.00; A2@105.00; A3@135.00
kdqg11	康定情歌||扎西顿珠||QQ音乐||扎西顿珠首张同名专辑	康定情歌	A@0.00; A1@75.00; A2@143.00; A3@169.00
kdqg14	康定情歌||金响||QQ音乐||康定情歌	康定情歌	A@0.00; A1@62.00; A2@112.00; A3@137.00; A4@173.00
kdqg16	康定情歌||朱逢博||QQ音乐||星	康定情歌	A@0.00; A1@77.00; A2@96.00; A3@129.00
kdqg17	康定情歌||央金||QQ音乐||中国民歌大会第二季第7期	康定情歌	A@0.00; A1@44.00; A2@123.00; A3@154.00
kdqg18	康定情歌||汤灿||QQ音乐||爱的月光	康定情歌	A@0.00; A1@61.00; A2@134.00; A3@171.00
kdqg2	康定情歌||索南扎西||QQ音乐||康定情歌	康定情歌	A@0.00; A1@54.00; A2@105.00; A3@123.00
kdqg20	康定情歌||王筱涵||QQ音乐||碧兰村的姑娘恰恰专辑,Vol.5	康定情歌	A@0.00; A1@47.00; A2@82.00; A3@117.00
kdqg21	康定情歌||潘晓峰||QQ音乐||干杯老朋友	康定情歌	A@0.00; A1@120.00; A2@171.00; A3@205.00
kdqg23	康定情歌||叶佩英||QQ音乐||康定情歌	康定情歌	A@0.00; A1@65.00; A2@105.00; A3@130.00
kdqg24	康定情歌||王洛宾||QQ音乐||	康定情歌	A@0.00; A1@44.00; A2@77.00; A3@123.00; A4@163.00
kdqg25	康定情歌||郁钧剑||QQ音乐||金瓶似的小山	康定情歌	A@0.00; A1@43.00; A2@73.00; A3@98.00
kdqg27	康定情歌||吴碧霞||QQ音乐||中国民歌集粹好花红	康定情歌	A@0.00; A1@81.00; A2@156.00; A3@187.00
kdqg28	康定情歌||刘和刚||QQ音乐||男女声二重唱	康定情歌	A@0.00; A1@44.00; A2@84.00; A3@108.00
kdqg32	康定情歌||耿莲凤||QQ音乐||百年经典	康定情歌	A@0.00; A1@54.00; A2@99.00; A3@123.00
kdqg36	康定情歌||蒲巴甲||QQ音乐||2018天籁之音中国藏歌会第4期	康定情歌	A@0.00; A1@85.00; A2@119.00; A3@186.00; A4@220.00; A5@253.00
kdqg38	康定情歌||孙青/周志刚||QQ音乐||情侣对唱(一)	康定情歌	A@0.00; A1@45.00; A2@82.00; A3@102.00
kdqg4	康定情歌||宋祖英||QQ音乐||	康定情歌	A@0.00; A1@41.00; A2@103.00; A3@135.00
kdqg42	康定情歌||周强||QQ音乐||中国民歌	康定情歌	A@0.00; A1@82.00; A2@157.00; A3@188.00
kdqg43	康定情歌||杨钰莹/毛宁/剑萍||QQ音乐||名歌绝唱(八)	康定情歌	A@0.00; A1@49.00; A2@88.00; A3@117.00
kdqg44	康定情歌||红月亮女子合唱团||QQ音乐||	康定情歌	A@0.00; A1@68.00; A2@132.00; A3@167.00
kdqg45	康定情歌||吴涤清||QQ音乐||爱是唯一	康定情歌	A@0.00; A1@137.00; A2@169.00; A3@232.00; A4@264.00
kdqg46	康定情歌||王雪晶||QQ音乐||精装民谣1	康定情歌	A@0.00; A1@43.00; A2@80.00; A3@110.00
kdqg47	康定情歌||环球合唱团||QQ音乐||杯底不可饲金鱼(中国民谣)	康定情歌	A@0.00; A1@58.00; A2@90.00
kdqg48	康定情歌||崔岩光||QQ音乐||绣荷包	康定情歌	A@0.00; A1@32.00; A2@73.00; A3@95.00
kdqg49	康定情歌||许岚岚||QQ音乐||驼铃	康定情歌	A@0.00; A1@72.00; A2@137.00; A3@200.00
kdqg50	康定情歌||杜美娜||QQ音乐||那人娜歌之情歌经典	康定情歌	A@0.00; A1@65.00; A2@128.00; A3@159.00
kdqg6	康定情歌||龙飘飘||QQ音乐||龙腔雅韵龙飘飘(陆)	康定情歌	A@0.00; A1@56.00; A2@100.00; A3@137.00
kdqg7	康定情歌||黑鸭子演唱组||QQ音乐||风情中国	康定情歌	A@0.00; A1@66.00; A2@137.00; A3@168.00
kdqg8	康定情歌||蒋大为||QQ音乐||民歌电影歌曲	康定情歌	A@0.00; A1@47.00; A2@94.00; A3@118.00
kdqg9	康定情歌||谢军||QQ音乐||又一夜	康定情歌	A@0.00; A1@33.00; A2@67.00; A3@92.00
kr1	远方的客人请你留下来||宋祖英||网易云音乐||云南民歌	远方的客人请你留下来	A@0.00; A1@44.00; A2@77.00
kr10	远方的客人请你留下来||汤灿||QQ音乐||爱的月光	远方的客人请你留下来	A@0.00; A1@81.00; A2@116.00
kr12	远方的客人请你留下来||陈思思||QQ音乐||致敬经典	远方的客人请你留下来	A@0.00; A1@72.00; A2@161.00
kr13	远方的客人请你留下来||李秀蜀||QQ音乐||民歌大全珍藏版1	远方的客人请你留下来	A@0.00; A1@63.00; A2@112.00
kr14	远方的客人请你留下来||阿依洛||QQ音乐||东山月亮照西山	远方的客人请你留下来	A@0.00; A1@132.00
kr15	远方的客人请你留下来||郭乔伊||QQ音乐||歌声走过的年代(3)	远方的客人请你留下来	A@0.00; A1@96.00; A2@181.00
kr16	远方的客人请你留下来||黄雅婷||QQ音乐||	远方的客人请你留下来	A@0.00; A1@87.00; A2@138.00
kr17	远方的客人请你留下来||苏云||QQ音乐||靡靡之音	远方的客人请你留下来	A@0.00; A1@104.00; A2@155.00
kr18	远方的客人请你留下来||云之南女子组合||QQ音乐||彩云之南的韵	远方的客人请你留下来	A@0.00; A1@71.00; A2@108.00
kr19	远方的客人请你留下来||杨云燕||QQ音乐||寻找阿珈拉	远方的客人请你留下来	A@0.00; A1@82.00; A2@153.00
kr2	远方的客人请你留下来||中国广播之友合唱团||网易云音乐||花儿与少年中国合唱歌曲	远方的客人请你留下来	A@0.00; A1@52.00; A2@91.00
kr3	远方的客人请你留下来||黑鸭子||网易云音乐||全新录制爱国歌曲大家唱100首发烧女子和声1	远方的客人请你留下来	A@0.00; A1@75.00; A2@117.00
kr4	远方的客人请你留下来||中央民族乐团民歌演唱小组||网易云音乐||远方的客人请你留下来-经典民歌小合唱	远方的客人请你留下来	A@0.00; A1@57.00; A2@101.00
kr5	远方的客人请你留下来||戴玉强||网易云音乐||殷秀梅.戴玉强二重唱-桃花红杏花白	远方的客人请你留下来	A@0.00; A1@53.00; A2@88.00
kr6	远方的客人请你留下来||雷婷||网易云音乐||远方的客人请你留下来	远方的客人请你留下来	A@0.00; A1@124.00; A2@166.00
kr7	远方的客人请你留下来||年年红演唱组||网易云音乐||年年红民歌篇	远方的客人请你留下来	A@0.00; A1@72.00; A2@105.00
kr8	远方的客人请你留下来||金家勤||网易云音乐||茶山谣	远方的客人请你留下来	A@0.00; A1@57.00; A2@99.00
kr9	远方的客人请你留下来||郁钧剑||网易云音乐||金瓶似的小山
(中国着名歌唱家系列)	远方的客人请你留下来	A@0.00; A1@53.00; A2@91.00
lcd1	龙船调||宋祖英||网易云音乐||宋祖英20年金曲	龙船调	A@0.00; A1@44.00; A2@88.00; A3@132.00; A4@197.00
lcd2	龙船调||彭丽媛||网易云音乐||彭丽媛经典珍藏：彭丽媛成名曲	龙船调	A@0.00; A1@52.00; A2@75.00
lcd3	龙船调||华中师范大学合唱团||网易云音乐||大漠之夜	龙船调	A@0.00; A1@93.00
lcd4	龙船调||王洁实/谢莉斯||网易云音乐||何日才相会	龙船调	A@0.00; A1@62.00; A2@107.00
lcd5	龙船调||吴碧霞||网易云音乐||亚洲巡演北京独唱音乐会中国作品专场	龙船调	A@0.00; A1@91.00
lcd6	龙船调||刘家宜||网易云音乐||中国纯美民间小调集4太阳出来喜洋洋	龙船调	A@0.00; A1@86.00
lhh1	兰花花||彭丽媛||网易云音乐||彭丽媛经典珍藏：彭丽媛成名	兰花花	A@0.00; A1@46.00; A2@67.00
lhh10	兰花花||任桂珍||网易云音乐||中国民歌金曲3	兰花花	A@0.00; A1@31.00; A2@53.00; A3@68.00; A4@99.00; A5@135.00
lhh12	兰花花||马子清||网易云音乐||三十里铺	兰花花	A@0.00; A1@26.00; A2@73.00; A3@97.00
lhh13	兰花花||阿宝||QQ音乐||阿宝	兰花花	A@0.00; A1@77.00; A2@98.00; A3@135.00; A4@155.00; A5@201.00
lhh14	兰花花||李德红||QQ音乐||兰花花(陕北民歌)	兰花花	A@0.00; A1@52.00; A2@78.00; A3@114.00
lhh15	兰花花||强德||QQ音乐||兰花花	兰花花	A@0.00; A1@61.00; A2@124.00
lhh16	兰花花||王亚苏||QQ音乐||中国民歌大会第二季第7期	兰花花	A@0.00; A1@110.00
lhh17	兰花花||王春燕||QQ音乐||走西口的哥哥快回来	兰花花	A@0.00; A1@67.00; A2@121.00
lhh18	兰花花||王晓怡||QQ音乐||陕北民歌荟萃	兰花花	A@0.00; A1@63.00; A2@102.00; A3@126.00; A4@155.00
lhh19	兰花花||贠恩凤||QQ音乐||二十世纪中华歌坛名人百集珍藏版—贠恩凤	兰花花	A@0.00; A1@57.00; A2@113.00; A3@141.00; A4@161.00
lhh2	兰花花||郭涛||网易云音乐||圪墚墚	兰花花	A@0.00; A1@64.00; A2@81.00; A3@143.00; A4@159.00
lhh20	兰花花||枣妹子||QQ音乐||兰花花	兰花花	A@0.00; A1@105.00; A2@137.00
lhh4	兰花花||轮回乐队||网易云音乐||我的太阳	兰花花	A@0.00; A1@116.00
lhh5	兰花花||郭兰英||网易云音乐||歌剧《刘胡兰》选曲	兰花花	A@0.00; A1@75.00; A2@115.00; A3@141.00
lhh6	兰花花||霍永刚||网易云音乐||黄河号子	兰花花	A@0.00; A1@49.00; A2@105.00; A3@134.00
lhh7	兰花花||汤灿||网易云音乐||祝福祖国	兰花花	A@0.00; A1@66.00; A2@121.00
lhh8	兰花花||关牧村||网易云音乐||歌声放牧	兰花花	A@0.00; A1@77.00; A2@122.00; A3@167.00
lhh9	兰花花||崔岩光||网易云音乐||中国最佳女声崔岩光发烧天碟Vol.3	兰花花	A@0.00; A1@37.00; A2@67.00
mdh1	牡丹汗||王洛宾||QQ音乐||王洛宾歌曲精选集(演唱篇)	牡丹汗	A@0.00; A1@55.00; A2@102.00; A3@128.00; A4@167.00
mdh10	牡丹汗||李秀莲||QQ音乐||边疆情歌2	牡丹汗	A@0.00; A1@53.00; A2@110.00; A3@140.00; A4@171.00
mdh2	牡丹汗||巴哈尔古丽||QQ音乐||半个月亮爬上来	牡丹汗	A@0.00; A1@39.00; A2@62.00; A3@99.00; A4@124.00; A5@147.00
mdh4	牡丹汗||Gulhan||QQ音乐||YurtumKuyliri	牡丹汗	A@0.00; A1@59.00; A2@126.00
mdh5	牡丹汗||冯媛媛||QQ音乐||牡丹汗	牡丹汗	A@0.00; A1@80.00; A2@108.00; A3@136.00; A4@175.00; A5@203.00
mdh6	牡丹汗||王宏伟||QQ音乐||黑眼睛	牡丹汗	A@0.00; A1@43.00; A2@70.00; A3@110.00; A4@138.00; A5@165.00
mdh7	牡丹汗||蒋大为||QQ音乐||中国歌唱大师名家经典蒋大为	牡丹汗	A@0.00; A1@40.00; A2@63.00; A3@97.00; A4@125.00; A5@148.00
mdh8	牡丹汗||阿布莱孜||QQ音乐||牡丹汗	牡丹汗	A@0.00; A1@65.00; A2@95.00; A3@143.00; A4@176.00; A5@211.00
mdh9	牡丹汗||王瀚仪||QQ音乐||放心吧BABY	牡丹汗	A@0.00; A1@60.00; A2@103.00; A3@132.00; A4@158.00; A5@187.00
mgh1	可爱的一朵玫瑰花||吕继宏||QQ音乐||可爱的一朵玫瑰花	可爱的一朵玫瑰花	A@0.00; A1@123.00
mgh10	可爱的一朵玫瑰花||李谷一||QQ音乐||秋水伊人LPCD45	可爱的一朵玫瑰花	A@0.00; A1@61.00
mgh11	可爱的一朵玫瑰花||蔡琴||QQ音乐||银色月光下(台湾版)	可爱的一朵玫瑰花	A@0.00; A1@61.00
mgh12	可爱的一朵玫瑰花||克里木||QQ音乐||故乡的河	可爱的一朵玫瑰花	A@0.00; A1@71.00
mgh13	可爱的一朵玫瑰花||腾格尔||QQ音乐||家园：SanBaiNo	可爱的一朵玫瑰花	A@0.00; A1@155.00
mgh14	可爱的一朵玫瑰花||中国人民解放军军乐团||QQ音乐||中国人民解放军军乐团·萨克斯风	可爱的一朵玫瑰花	A@0.00; A1@112.00
mgh2	可爱的一朵玫瑰花||程桂兰||QQ音乐||中国民歌精选CD之三	可爱的一朵玫瑰花	A@0.00; A1@122.00
mgh3	可爱的一朵玫瑰花||王洛宾||QQ音乐||	可爱的一朵玫瑰花	A@0.00; A1@103.00
mgh4	可爱的一朵玫瑰花||黑鸭子演唱组||QQ音乐||新疆名歌	可爱的一朵玫瑰花	A@0.00; A1@32.00; A2@113.00
mgh5	可爱的一朵玫瑰花||李双江||QQ音乐||燃情岁月2-中国民歌,Vol.4	可爱的一朵玫瑰花	A@0.00; A1@133.00
mgh6	可爱的一朵玫瑰花||关牧村||QQ音乐||小路	可爱的一朵玫瑰花	A@0.00; A1@123.00
mgh7	可爱的一朵玫瑰花||霍勇||QQ音乐||亲爱的人	可爱的一朵玫瑰花	A@0.00; A1@96.00
mgh9	可爱的一朵玫瑰花||石倚洁/陈萨||QQ音乐||石倚洁与陈萨中国艺术歌曲Ⅱ	可爱的一朵玫瑰花	A@0.00; A1@139.00
mhkdh3	梅花开得好||阎维文||QQ音乐||中国民歌精英	梅花开得好	A@0.00; A1@18.00; A2@33.00; A3@83.00; A4@94.00
mhkdh4	梅花开得好||侯牧人/郑乃欣/李延宝/乔晓彬||QQ音乐||中外歌曲精选2男声四重唱	梅花开得好	A@0.00; A1@24.00; A2@39.00; A3@53.00; A4@75.00; A5@89.00
mhkdh5	梅花开得好||万年青||QQ音乐||	梅花开得好	A@0.00; A1@19.00; A2@32.00; A3@42.00; A4@63.00; A5@76.00
mhkdh6	梅花开得好||深广乐团||QQ音乐||男声四重唱发烧典范纯美男声	梅花开得好	A@0.00; A1@15.00; A2@28.00; A3@38.00; A4@56.00; A5@75.00
mhkdh7	梅花开得好||徐桂珠||网易云音乐||摇篮曲	梅花开得好	A@0.00; A1@25.00; A2@39.00; A3@53.00; A4@75.00; A5@89.00
mhkdh8	梅花开得好||朱玉||网易云音乐||中国东北民歌(3)—新货郎	梅花开得好	A@0.00; A1@26.00; A2@53.00; A3@65.00; A4@91.00; A5@103.00
mjn10	孟姜女||黄丽卿||QQ音乐||黄丽卿清歌雅韵	孟姜女	A@0.00; A1@76.00; A2@141.00; A3@194.00
mjn12	孟姜女||李文||QQ音乐||	孟姜女	A@0.00; A1@57.00; A2@99.00; A3@141.00; A4@176.00; A5@217.00
mjn13	孟姜女||吴琼||QQ音乐||	孟姜女	A@0.00; A1@58.00; A2@103.00; A3@147.00; A4@191.00; A5@236.00; A6@281.00
mjn16	孟姜女||赵秀兰||QQ音乐||中国民族歌曲经典2	孟姜女	A@0.00; A1@97.00; A2@147.00; A3@197.00
mjn17	孟姜女||李小珍||QQ音乐||	孟姜女	A@0.00; A1@55.00; A2@102.00; A3@141.00
mjn18	孟姜女||李谷一||QQ音乐||凤阳花鼓	孟姜女	A@0.00; A1@41.00; A2@69.00; A3@98.00; A4@132.00; A5@160.00
mjn19	孟姜女||程桂兰||QQ音乐||	孟姜女	A@0.00; A1@64.00; A2@123.00; A3@170.00
mjn2	孟姜女||鞠秀芳||网易云音乐||中国纯美民间小调集2达坂城的姑娘	孟姜女	A@0.00; A1@49.00; A2@88.00; A3@133.00
mjn3	孟姜女||冯志莲||网易云音乐||冯志莲个唱专辑唱秧歌——民歌教学范唱	孟姜女	A@0.00; A1@54.00; A2@99.00; A3@144.00
mjn4	孟姜女||葛瑞莲||网易云音乐||扬州民间小调	孟姜女	A@0.00; A1@68.00; A2@111.00; A3@153.00; A4@239.00
mjn5	孟姜女||萧孋珠||网易云音乐||中国老歌.黄梅调精品集	孟姜女	A@0.00; A1@72.00; A2@123.00; A3@173.00
mjn6	孟姜女||谢采妘||QQ音乐||唱不完的柔情蜜意5	孟姜女	A@0.00; A1@75.00; A2@139.00; A3@193.00
mjn7	孟姜女||朱逢博||QQ音乐||乡愁四韵	孟姜女	A@0.00; A1@43.00; A2@78.00; A3@133.00; A4@168.00
mjn8	孟姜女||朱明瑛||QQ音乐||送你一棵勿忘草	孟姜女	A@0.00; A1@72.00; A2@122.00; A3@172.00
mjn9	孟姜女||陈俊华||QQ音乐||渔舟唱晚	孟姜女	A@0.00; A1@84.00
mlh1	茉莉花||龚琳娜||网易云音乐||走西口	茉莉花	A@0.00; A1@54.00; A2@117.00
mlh2	茉莉花||蔡琴||网易云音乐||银色月光下	茉莉花	A@0.00; A1@70.00; A2@135.00
mlh3	茉莉花||黑鸭子||网易云音乐||伴你二十年6-民歌专辑	茉莉花	A@0.00; A1@59.00; A2@101.00; A3@131.00
mlh4	茉莉花||张也||网易云音乐||中国好民歌	茉莉花	A@0.00; A1@59.00; A2@128.00; A3@168.00
mlh5	茉莉花||黄莺莺||QQ音乐||摇篮曲	茉莉花	A@0.00; A1@92.00; A2@136.00
mlh6	茉莉花||彭丽媛||QQ音乐||源媛流长	茉莉花	A@0.00; A1@107.00; A2@192.00
mlh7	茉莉花||宋祖英||QQ音乐||英歌飞扬	茉莉花	A@0.00; A1@66.00; A2@116.00; A3@176.00
mygn1	牧羊姑娘||宋祖英||QQ音乐||好日子	牧羊姑娘	A@0.00; A1@96.00; A2@176.00; A3@206.00; A4@258.00
mygn2	牧羊姑娘||董文华||QQ音乐||董文华经典	牧羊姑娘	A@0.00; A1@57.00; A2@97.00; A3@125.00
mygn3	牧羊姑娘||彭丽媛||QQ音乐||源媛流长	牧羊姑娘	A@0.00; A1@141.00; A2@205.00; A3@236.00
mygn4	牧羊姑娘||蒋大为||网易云音乐||世纪歌曲2	牧羊姑娘	A@0.00; A1@56.00; A2@96.00; A3@135.00
mygn6	牧羊姑娘||冯珊珊||网易云音乐||青春星座	牧羊姑娘	A@0.00; A1@62.00; A2@106.00; A3@151.00
qcwq1	青春舞曲||王洛宾/李毓敏||QQ音乐||王洛宾歌曲精选集(演唱篇)	青春舞曲	A@0.00; A1@59.00; A2@116.00; A3@159.00
qcwq3	青春舞曲||中国交响乐团少年合唱团||QQ音乐||天籁童声VOL1	青春舞曲	A@0.00; A1@53.00; A2@86.00
qcwq4	青春舞曲||王洛宾||QQ音乐||1988-2000风潮12年精选	青春舞曲	A@0.00; A1@58.00; A2@116.00; A3@160.00
qcwq6	青春舞曲||环球合唱团||QQ音乐||杯底不可饲金鱼(中国民谣)	青春舞曲	A@0.00; A1@52.00; A2@91.00
qsddx1	泉水叮咚响||卞小贞||QQ音乐||二十世纪中华歌坛名人百集珍	泉水叮咚响	A@0.00; A1@102.00; A2@176.00
qsddx12	泉水叮咚响||刘紫玲||QQ音乐||	泉水叮咚响	A@0.00; A1@109.00; A2@181.00
qsddx13	泉水叮咚响||耿莲凤||QQ音乐||	泉水叮咚响	A@0.00; A1@84.00; A2@151.00
qsddx15	泉水叮咚响||青燕子演唱组||QQ音乐||青燕子民歌情	泉水叮咚响	A@0.00; A1@108.00; A2@214.00
qsddx16	泉水叮咚响||红苹果女子合唱团||QQ音乐||极度.烧2	泉水叮咚响	A@0.00; A1@127.00; A2@186.00
qsddx17	泉水叮咚响||VariousArtists||QQ音乐||早春的音符	泉水叮咚响	A@0.00; A1@127.00; A2@193.00
qsddx18	泉水叮咚响||于胜喜||QQ音乐||	泉水叮咚响	A@0.00; A1@99.00; A2@173.00
qsddx19	泉水叮咚响||毛珂||QQ音乐||原色	泉水叮咚响	A@0.00; A1@94.00; A2@158.00
qsddx2	泉水叮咚响||张可儿||QQ音乐||泉水叮咚响	泉水叮咚响	A@0.00; A1@118.00; A2@197.00
qsddx20	泉水叮咚响||刘馨予||QQ音乐||馨予心声	泉水叮咚响	A@0.00; A1@96.00; A2@169.00
qsddx21	泉水叮咚响||陆平||QQ音乐||泉水叮咚响	泉水叮咚响	A@0.00; A1@95.00; A2@169.00
qsddx22	泉水叮咚响||孟文豪||QQ音乐||爱的伤	泉水叮咚响	A@0.00; A1@63.00; A2@177.00
qsddx23	泉水叮咚响||红霞||QQ音乐||红霞精选集	泉水叮咚响	A@0.00; A1@99.00; A2@188.00
qsddx24	泉水叮咚响||老骥||QQ音乐||中国梦	泉水叮咚响	A@0.00; A1@98.00; A2@181.00
qsddx3	泉水叮咚响||于淑珍||QQ音乐||20世纪中华歌坛名人百集珍藏版	泉水叮咚响	A@0.00; A1@91.00; A2@161.00
qsddx5	泉水叮咚响||黑鸭子演唱组||QQ音乐||伴你二十年7-军旅专辑	泉水叮咚响	A@0.00; A1@107.00; A2@171.00
qsddx6	泉水叮咚响||李谷一||QQ音乐||人民军队忠于党	泉水叮咚响	A@0.00; A1@99.00; A2@173.00
qsddx7	泉水叮咚响||张梦婷||QQ音乐||梦情	泉水叮咚响	A@0.00; A1@123.00; A2@209.00
sg1	打起手鼓唱起歌||罗天婵||QQ音乐||罗天婵独唱歌曲专辑	打起手鼓唱起歌	A@0.00; A1@42.00; A2@68.00
sg2	打起手鼓唱起歌||关牧村||QQ音乐||吐鲁番的葡萄熟了	打起手鼓唱起歌	A@0.00; A1@75.00; A2@130.00
sg3	打起手鼓唱起歌||德德玛||QQ音乐||尼玛卓玛.玛依拉	打起手鼓唱起歌	A@0.00; A1@48.00; A2@90.00
sg4	打起手鼓唱起歌||中央乐团合唱团||QQ音乐||辉煌中央乐团经典男声合唱(中国篇)	打起手鼓唱起歌	A@0.00; A1@52.00; A2@95.00
sshj1	十送红军||彭丽媛||QQ音乐||源媛流长	十送红军	A@0.00; A1@64.00; A2@123.00; A3@196.00; A4@221.00; A5@232.00
sshj2	十送红军||宋祖英||QQ音乐||飒爽英姿永远跟你走	十送红军	A@0.00; A1@97.00; A2@202.00
thh3	桃花红，杏花白||石占明||QQ音乐||歌王石占明	桃花红，杏花白	A@0.00; A1@57.00; A2@103.00; A3@120.00
tpp1	弹起我心爱的土琵琶||阎维文||QQ音乐||	弹起我心爱的土琵琶	A@0.00; A1@72.00; A2@161.00
tpp2	弹起我心爱的土琵琶||廖昌永||QQ音乐||怀念	弹起我心爱的土琵琶	A@0.00; A1@90.00; A2@147.00
tpp3	弹起我心爱的土琵琶||女子合唱团||QQ音乐||红月亮	弹起我心爱的土琵琶	A@0.00; A1@62.00; A2@148.00
tpp4	弹起我心爱的土琵琶||朱之文||QQ音乐||军营民谣歌曲集	弹起我心爱的土琵琶	A@0.00; A1@72.00; A2@130.00; A3@190.00
tpp5	弹起我心爱的土琵琶||中央乐团合唱团||QQ音乐||辉煌中央乐团经典男声合唱(中国篇)	弹起我心爱的土琵琶	A@0.00; A1@43.00; A2@128.00; A3@161.00
tpp7	弹起我心爱的土琵琶||江涛||QQ音乐||最红军歌	弹起我心爱的土琵琶	A@0.00; A1@56.00; A2@119.00; A3@182.00
tyhj1	请到天涯海角来||女声小合唱||QQ音乐||新中国(手风琴&女声小合唱)	请到天涯海角来	A@0.00; A1@29.00; A2@78.00
tyhj13	请到天涯海角来||程水晶||QQ音乐||请到天涯海角来	请到天涯海角来	A@0.00; A1@29.00; A2@82.00
tyhj14	请到天涯海角来||艾心||QQ音乐||女人花	请到天涯海角来	A@0.00; A1@41.00; A2@94.00
tyhj2	请到天涯海角来||沈小岑||QQ音乐||纪念中国唱片100年—名人名	请到天涯海角来	A@0.00; A1@31.00; A2@78.00
tyhj3	请到天涯海角来||李瑛||QQ音乐||	请到天涯海角来	A@0.00; A1@34.00; A2@87.00
tyhj4	请到天涯海角来||龚玥||QQ音乐||永远民歌红	请到天涯海角来	A@0.00; A1@38.00; A2@91.00
tyhj5	请到天涯海角来||陈洁丽/许乐/黄韵||QQ音乐||聆极物语Ⅲ	请到天涯海角来	A@0.00; A1@29.00; A2@77.00
tyhj8	请到天涯海角来||许岚岚||QQ音乐||远飞的大雁	请到天涯海角来	A@0.00; A1@37.00; A2@99.00
tyhj9	请到天涯海角来||丁晓红||QQ音乐||茶山情歌	请到天涯海角来	A@0.00; A1@69.00; A2@85.00; A3@131.00
wgfy1	五哥放羊||彭丽媛||QQ音乐||彭丽媛成名金曲	五哥放羊	A@0.00; A1@69.00; A2@104.00
wgfy12	五哥放羊||王晓怡||QQ音乐||陕北民歌荟萃	五哥放羊	A@0.00; A1@73.00; A2@111.00
wgfy17	五哥放羊||程桂兰||QQ音乐||中国民歌精选CD之三	五哥放羊	A@0.00; A1@72.00; A2@111.00
wgfy19	五哥放羊||耿艺||QQ音乐||爵士民歌	五哥放羊	A@0.00; A1@87.00; A2@145.00
wgfy2	五哥放羊||郭涛||QQ音乐||圪墚墚	五哥放羊	A@0.00; A1@109.00
wgfy20	五哥放羊||许岚岚||QQ音乐||荷花颂	五哥放羊	A@0.00; A1@87.00; A2@125.00
wgfy21	五哥放羊||李政飞/贺艳娜||QQ音乐||横山下来些游击队	五哥放羊	A@0.00; A1@82.00; A2@141.00
